ResponseId,EndDate,team_name,themes,Issue,Month.1,Month.2,Month.3,Month.4,Month.5,Month.6,Month.7,Month.8,Month.9,Month.10,Month.11,Month.12,confidence,subexpert,pub,basis,numpred_4,covidcondyn,covidmeas,covidest_1,covidest_2,covidest_3,covidest_4,covidest_5,covidest_6,covidest_7,covidest_8,covidest_9,covidest_10,covidest_11,covidest_12,Method
R_2sYluFkPNTpZKzL,6/7/2020 23:56,IPZ_predi,"3,4",polar,88.088,79.64797211,79.75145721,79.85494232,79.95843506,80.06192017,80.1654129,80.26889801,79.13053131,79.23401642,79.33750153,79.44099426,5,9,1,"1,4",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",lifesat,6.4541,6.3856,6.3489,6.3686,6.3922,6.4137,6.441,6.4384,6.437,6.4788,6.4853,6.4773,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",posaffect,-0.97658,-1.2778,-0.81689,-0.99204,-1.3028,-0.81412,-0.99235,-1.2945,-0.83359,-1.0087,-1.3195,-0.83082,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",negaffect,0.85983,0.975389,1.16971,0.872371,0.985362,1.18584,0.870584,0.985562,1.18048,0.883144,0.99611,1.19661,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",iasian,0.38333,0.38333,0.38333,0.38333,0.38333,0.38333,0.38333,0.38333,0.38333,0.38333,0.38333,0.38333,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",easian,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",iafric,0.31716,0.31702,0.31695,0.31689,0.31683,0.31676,0.3167,0.31663,0.31657,0.31651,0.31644,0.31638,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",eafric,-0.073063,-0.074518,-0.075166,-0.075814,-0.076461,-0.077109,-0.077757,-0.078404,-0.079052,-0.079699,-0.080347,-0.080994,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",igend,0.36254,0.36278,0.36217,0.36141,0.36067,0.3601,0.35984,0.35992,0.36028,0.3608,0.3613,0.36162,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1GxdcirtZvLpqZC,6/10/2020 13:53,WQXZ,"1,2,5,6,7,8,9,10",egend,0.79581,0.80758,0.80668,0.79285,0.78901,0.7767,0.75991,0.75117,0.76109,0.77063,0.78902,0.78173,4,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2ONDFMm1XxxTKei,6/11/2020 2:03,HSCNAC,"4,7",polar,79.8,83.4,82.2,81.5,81.1,83,88,84.4,82.3,80,81.4,78.6,3,4,1,"1,2",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_2ONDFMm1XxxTKei,6/11/2020 2:03,HSCNAC,"4,7",iafric,0.32,0.35,0.34,0.32,0.32,0.32,0.33,0.32,0.32,0.32,0.32,0.31,2,4,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",lifesat,6,6.05,6.1,6.15,6.2,6.25,6.3,6.35,6.4,6.45,6.5,6.55,4,4,2,"1,5",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",posaffect,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",negaffect,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",ideolrep,35,37,39,41,43,45,47,49,50,50,50,50,3,4,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",ideoldem,43,44,45,46,47,48,49,50,50,50,50,50,3,4,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",polar,82,83,84,85,86,87,88,90,90,90,90,90,4,4,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",iasian,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,3,4,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",easian,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",iafric,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,3,4,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",eafric,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,3,4,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",igend,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,5,6,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3xSl0TOpZc67Tpv,6/21/2020 8:48,Team29,"1,2,3,4,5,6,7,8,9,10",egend,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,4,5,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1I71SVFA41n6gY1,6/21/2020 10:05,TeamKL,"1,2,7,8,9,10",lifesat,6.4,6.6,7,7,6.8,6.5,6.5,6.5,6.2,6.3,6.8,6.8,5,5,2,"1,5",NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1I71SVFA41n6gY1,6/21/2020 10:05,TeamKL,"1,2,7,8,9,10",posaffect,-1.2,-1.2,-1.2,-1.2,-1.1,-1.1,-1.1,-1.1,-1.05,-1.05,-1.1,-1.1,4,5,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1I71SVFA41n6gY1,6/21/2020 10:05,TeamKL,"1,2,7,8,9,10",negaffect,1.4,1.3,1.3,1.3,1.2,1.1,1,1,0.8,0.8,0.8,0.8,4,5,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1I71SVFA41n6gY1,6/21/2020 10:05,TeamKL,"1,2,7,8,9,10",iafric,0.33,0.34,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.32,0.33,0.34,4,5,2,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1I71SVFA41n6gY1,6/21/2020 10:05,TeamKL,"1,2,7,8,9,10",eafric,0.09,0.09,0.08,0.08,0.09,0.09,0.07,0.08,0.09,0.05,0.1,0.09,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1I71SVFA41n6gY1,6/21/2020 10:05,TeamKL,"1,2,7,8,9,10",igend,0.37,0.38,0.36,0.39,0.35,0.36,0.35,0.36,0.35,0.36,0.39,0.35,3,4,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1I71SVFA41n6gY1,6/21/2020 10:05,TeamKL,"1,2,7,8,9,10",egend,0.85,0.83,0.87,0.88,0.85,0.84,0.88,0.87,0.82,0.81,0.85,0.85,4,5,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1lAiJd5g1gUzpjd,8/4/2020 2:47,Average Joes,3,ideolrep,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,1,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1lAiJd5g1gUzpjd,8/4/2020 2:47,Average Joes,3,ideoldem,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.4,1,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
